Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date,Auditor_Name
5955,Marketing,Fraudulent Activity,Medium,2022-03-20,Carol Lee
5956,Finance,Non-compliance,High,2022-09-08,Carol Lee
5957,HR,Non-compliance,Medium,2022-10-04,Bob Smith
5958,IT,Control Weakness,Medium,2022-05-23,Alice Johnson
5959,Finance,Non-compliance,Low,2022-08-08,David Kim
5960,Operations,Fraudulent Activity,High,2022-02-14,David Kim
5961,Finance,Control Weakness,High,2022-06-23,David Kim
5962,Operations,Non-compliance,Low,2022-09-23,Alice Johnson
5963,Marketing,Non-compliance,Low,2022-10-31,Carol Lee
5964,HR,Non-compliance,Low,2022-02-25,Eva Brown
5965,Operations,Non-compliance,Medium,2022-12-15,Bob Smith
5966,Marketing,Non-compliance,High,2022-10-10,Eva Brown
5967,Marketing,Control Weakness,High,2022-09-29,Carol Lee
5968,IT,Control Weakness,Medium,2022-05-25,David Kim
5969,Marketing,Non-compliance,Medium,2022-04-08,David Kim
5970,Operations,Non-compliance,Medium,2022-02-14,Carol Lee
5971,IT,Control Weakness,Low,2022-04-24,Alice Johnson
5972,Operations,Control Weakness,Medium,2022-04-24,Alice Johnson
5973,HR,Control Weakness,Medium,2022-09-21,David Kim
5974,Marketing,Fraudulent Activity,High,2022-01-07,Carol Lee
5975,HR,Control Weakness,Medium,2022-02-21,Alice Johnson
5976,IT,Non-compliance,Low,2022-06-29,Bob Smith
5977,HR,Fraudulent Activity,Low,2022-11-16,Alice Johnson
5978,Finance,Control Weakness,Low,2022-02-23,Eva Brown
5979,Marketing,Non-compliance,Low,2022-01-26,David Kim
5980,IT,Fraudulent Activity,Low,2022-08-26,Carol Lee
5981,HR,Fraudulent Activity,Low,2022-01-22,Eva Brown
5982,Marketing,Fraudulent Activity,High,2022-08-01,Bob Smith
5983,Operations,Control Weakness,Low,2022-08-08,Carol Lee
5984,Operations,Non-compliance,Low,2022-11-11,Eva Brown
5985,Finance,Control Weakness,High,2022-11-10,Bob Smith
5986,IT,Non-compliance,Low,2022-01-20,David Kim
5987,Finance,Control Weakness,High,2022-05-14,Bob Smith
5988,Operations,Non-compliance,Medium,2022-02-14,Bob Smith
5989,Operations,Non-compliance,Low,2022-10-01,Bob Smith
5990,HR,Non-compliance,Medium,2022-05-02,Carol Lee
5991,Marketing,Fraudulent Activity,Low,2022-03-28,Eva Brown
5992,Finance,Non-compliance,High,2022-10-06,David Kim
5993,Operations,Non-compliance,High,2022-04-09,Carol Lee
5994,HR,Control Weakness,High,2022-01-03,Bob Smith
5995,Finance,Control Weakness,Medium,2022-10-10,David Kim
5996,HR,Control Weakness,Medium,2022-02-09,Bob Smith
5997,Finance,Control Weakness,High,2022-09-08,Alice Johnson
5998,Finance,Control Weakness,Low,2022-03-13,Alice Johnson
5999,Finance,Control Weakness,Medium,2022-08-26,Carol Lee
6000,Finance,Fraudulent Activity,High,2022-09-28,Carol Lee
6001,Operations,Control Weakness,High,2023-01-01,Eva Brown
6002,Finance,Fraudulent Activity,Low,2022-07-21,Bob Smith
6003,Marketing,Non-compliance,Low,2022-04-08,Bob Smith
6004,HR,Non-compliance,Medium,2022-06-08,David Kim
6005,Finance,Non-compliance,Medium,2022-05-18,Eva Brown
6006,Marketing,Non-compliance,High,2022-02-26,Alice Johnson
6007,IT,Fraudulent Activity,Medium,2022-08-28,Carol Lee
6008,Operations,Control Weakness,Low,2022-09-04,David Kim
6009,Marketing,Control Weakness,High,2022-09-16,David Kim
6010,IT,Fraudulent Activity,High,2022-07-12,Alice Johnson
6011,HR,Control Weakness,Low,2022-06-29,Alice Johnson
6012,Operations,Non-compliance,High,2022-09-02,Carol Lee
6013,IT,Non-compliance,Medium,2022-05-24,Eva Brown
6014,Operations,Control Weakness,Medium,2022-04-26,Carol Lee
6015,Marketing,Control Weakness,Medium,2022-05-27,Carol Lee
6016,HR,Non-compliance,Medium,2022-03-05,Eva Brown
6017,Marketing,Non-compliance,Medium,2022-06-01,Alice Johnson
6018,Operations,Fraudulent Activity,Low,2022-07-18,Bob Smith
6019,HR,Non-compliance,Low,2022-07-15,Bob Smith
6020,Marketing,Non-compliance,Low,2022-05-30,Bob Smith
6021,HR,Fraudulent Activity,Low,2022-05-15,Eva Brown
6022,Finance,Control Weakness,High,2022-08-01,Bob Smith
6023,Marketing,Fraudulent Activity,High,2022-04-15,Carol Lee
6024,Finance,Control Weakness,Medium,2022-12-03,Bob Smith
6025,Marketing,Fraudulent Activity,Medium,2022-02-27,Bob Smith
6026,Operations,Non-compliance,Low,2022-12-16,Eva Brown
6027,Finance,Fraudulent Activity,Medium,2022-05-17,David Kim
6028,IT,Non-compliance,Low,2022-05-20,Eva Brown
6029,Operations,Control Weakness,Medium,2022-11-08,Alice Johnson
6030,Operations,Non-compliance,Low,2022-07-08,Alice Johnson
6031,Operations,Control Weakness,Low,2022-07-22,David Kim
6032,Marketing,Non-compliance,High,2022-03-22,Bob Smith
6033,Operations,Fraudulent Activity,High,2022-01-07,Eva Brown
6034,IT,Fraudulent Activity,Low,2022-04-09,Bob Smith
6035,Finance,Control Weakness,Medium,2022-02-25,Eva Brown
6036,Marketing,Control Weakness,Medium,2022-11-15,Alice Johnson
6037,Marketing,Control Weakness,Low,2022-09-08,Bob Smith
6038,HR,Control Weakness,Medium,2022-12-12,Alice Johnson
6039,Marketing,Fraudulent Activity,Medium,2022-02-04,David Kim
6040,Marketing,Non-compliance,Medium,2022-01-30,David Kim
6041,HR,Control Weakness,High,2022-11-27,Carol Lee
6042,HR,Control Weakness,Low,2022-10-25,Carol Lee
6043,Finance,Control Weakness,Medium,2022-11-22,David Kim
6044,Marketing,Control Weakness,Medium,2022-06-22,Alice Johnson
6045,Marketing,Control Weakness,Low,2022-10-20,Eva Brown
6046,Finance,Fraudulent Activity,Medium,2022-11-27,Alice Johnson
6047,Finance,Fraudulent Activity,Low,2022-08-14,Bob Smith
6048,IT,Control Weakness,High,2022-08-14,David Kim
6049,Marketing,Control Weakness,High,2022-04-15,Alice Johnson
6050,IT,Control Weakness,Medium,2022-11-12,Eva Brown
6051,HR,Non-compliance,Low,2022-04-20,Alice Johnson
6052,IT,Control Weakness,Medium,2022-06-12,Alice Johnson
6053,Operations,Non-compliance,High,2022-02-11,Bob Smith
6054,HR,Control Weakness,High,2022-06-29,David Kim
6055,Marketing,Fraudulent Activity,High,2022-12-27,David Kim
6056,Operations,Fraudulent Activity,Low,2022-05-06,Carol Lee
6057,Marketing,Non-compliance,Low,2022-02-23,Carol Lee
6058,Marketing,Fraudulent Activity,High,2022-12-20,Carol Lee
6059,Marketing,Control Weakness,Medium,2022-11-13,Eva Brown
6060,Finance,Fraudulent Activity,Low,2022-09-02,David Kim
6061,Finance,Control Weakness,Medium,2022-07-06,Eva Brown
6062,Finance,Fraudulent Activity,High,2022-06-06,Carol Lee
6063,Operations,Non-compliance,High,2022-11-24,Bob Smith
6064,HR,Control Weakness,Medium,2022-02-12,David Kim
6065,Operations,Fraudulent Activity,Medium,2022-05-16,David Kim
6066,IT,Non-compliance,High,2022-12-18,Bob Smith
6067,HR,Control Weakness,Medium,2022-08-19,Eva Brown
6068,Operations,Non-compliance,Low,2022-03-05,Alice Johnson
6069,Marketing,Control Weakness,Low,2022-03-22,Eva Brown
6070,Operations,Fraudulent Activity,Low,2022-12-07,Carol Lee
6071,Marketing,Non-compliance,High,2022-01-22,Bob Smith
6072,HR,Non-compliance,Low,2022-04-01,Bob Smith
6073,Marketing,Non-compliance,Medium,2022-07-21,Bob Smith
6074,Finance,Control Weakness,Low,2022-08-18,Carol Lee
6075,Operations,Control Weakness,Medium,2022-07-25,David Kim
6076,Finance,Non-compliance,Medium,2022-08-16,Eva Brown
6077,Finance,Non-compliance,Medium,2022-05-11,Carol Lee
6078,Marketing,Non-compliance,Low,2022-03-19,David Kim
6079,HR,Non-compliance,Low,2022-05-24,Carol Lee
6080,HR,Control Weakness,Medium,2022-03-27,Alice Johnson
6081,Operations,Non-compliance,High,2022-11-21,Carol Lee
6082,HR,Control Weakness,Medium,2022-05-12,Carol Lee
6083,HR,Non-compliance,Medium,2022-07-08,Eva Brown
6084,Operations,Non-compliance,Medium,2022-04-21,Eva Brown
6085,Finance,Non-compliance,Low,2022-06-25,Carol Lee
6086,HR,Non-compliance,High,2022-09-23,Bob Smith
6087,Operations,Fraudulent Activity,Low,2022-07-04,Alice Johnson
6088,Finance,Control Weakness,Low,2022-07-23,Alice Johnson
6089,Finance,Fraudulent Activity,Low,2022-08-13,Bob Smith
6090,HR,Non-compliance,Low,2022-10-24,Eva Brown
6091,IT,Fraudulent Activity,High,2022-10-31,Carol Lee
6092,IT,Control Weakness,High,2022-06-28,Eva Brown
6093,Marketing,Non-compliance,Medium,2022-07-24,Carol Lee
6094,IT,Fraudulent Activity,Medium,2022-04-12,Alice Johnson
6095,Marketing,Control Weakness,High,2022-05-27,Alice Johnson
6096,Finance,Non-compliance,Medium,2022-11-21,Alice Johnson
6097,Marketing,Non-compliance,Medium,2022-01-16,David Kim
6098,IT,Control Weakness,Medium,2022-08-16,Carol Lee
6099,Marketing,Fraudulent Activity,Medium,2022-06-12,Eva Brown
6100,Operations,Control Weakness,Medium,2022-07-23,David Kim
6101,Operations,Fraudulent Activity,High,2022-10-05,David Kim
6102,IT,Control Weakness,Low,2022-07-29,Carol Lee
6103,Finance,Control Weakness,High,2022-12-17,Carol Lee
6104,Finance,Non-compliance,Low,2022-04-16,David Kim
6105,Operations,Fraudulent Activity,Medium,2022-11-01,Bob Smith
6106,IT,Control Weakness,High,2022-07-10,David Kim
6107,IT,Control Weakness,High,2022-07-14,David Kim
6108,Operations,Control Weakness,High,2022-01-01,Eva Brown
6109,Operations,Control Weakness,High,2022-03-14,Bob Smith
6110,Operations,Control Weakness,High,2022-05-22,David Kim
6111,Operations,Fraudulent Activity,Medium,2022-05-18,David Kim
6112,Marketing,Fraudulent Activity,Medium,2022-04-29,Eva Brown
6113,Operations,Fraudulent Activity,High,2022-06-05,Carol Lee
6114,HR,Non-compliance,Medium,2022-12-29,Carol Lee
6115,HR,Fraudulent Activity,High,2022-02-01,Alice Johnson
6116,IT,Control Weakness,High,2022-06-29,David Kim
6117,HR,Control Weakness,High,2022-05-28,Alice Johnson
6118,IT,Non-compliance,Medium,2022-02-23,Carol Lee
6119,Finance,Control Weakness,Medium,2022-03-09,Eva Brown
6120,Finance,Control Weakness,Medium,2022-09-12,Alice Johnson
6121,Marketing,Fraudulent Activity,Low,2022-04-23,Eva Brown
6122,Marketing,Non-compliance,Low,2022-02-27,Alice Johnson
6123,Finance,Non-compliance,Low,2022-02-26,Eva Brown
6124,Operations,Control Weakness,High,2022-03-19,David Kim
6125,IT,Control Weakness,Medium,2022-05-21,Bob Smith
6126,Marketing,Non-compliance,Low,2022-09-11,Bob Smith
6127,Marketing,Non-compliance,High,2022-08-09,David Kim
6128,IT,Fraudulent Activity,Medium,2022-02-02,David Kim
6129,Marketing,Fraudulent Activity,Low,2022-04-26,Alice Johnson
6130,IT,Fraudulent Activity,High,2022-05-31,David Kim
6131,IT,Non-compliance,High,2022-05-18,David Kim
6132,Finance,Non-compliance,Low,2022-01-01,Carol Lee
6133,HR,Non-compliance,Medium,2022-06-09,Eva Brown
6134,IT,Control Weakness,Medium,2022-04-03,Alice Johnson
6135,Marketing,Non-compliance,High,2022-09-08,Bob Smith
6136,HR,Fraudulent Activity,Medium,2022-01-19,Alice Johnson
6137,HR,Non-compliance,Medium,2022-03-26,Alice Johnson
6138,IT,Fraudulent Activity,Medium,2022-06-22,Eva Brown
6139,HR,Fraudulent Activity,High,2022-06-15,Bob Smith
6140,Operations,Non-compliance,Medium,2022-03-03,Eva Brown
6141,Marketing,Control Weakness,Low,2022-08-25,David Kim
6142,Marketing,Control Weakness,Low,2022-08-11,David Kim
6143,Operations,Control Weakness,Low,2022-06-07,Carol Lee
6144,Finance,Control Weakness,Low,2022-08-12,Eva Brown
6145,HR,Non-compliance,High,2022-01-05,Bob Smith
6146,Finance,Fraudulent Activity,High,2022-04-15,David Kim
6147,Marketing,Non-compliance,Low,2022-03-09,David Kim
6148,Operations,Non-compliance,Low,2022-10-18,David Kim
6149,Finance,Control Weakness,Medium,2022-10-11,Carol Lee
6150,Operations,Non-compliance,High,2022-12-29,David Kim
6151,Marketing,Non-compliance,Low,2022-11-02,Alice Johnson
6152,Operations,Fraudulent Activity,High,2022-10-18,Alice Johnson
6153,Operations,Non-compliance,Medium,2022-09-21,David Kim
6154,HR,Non-compliance,Medium,2022-11-06,Carol Lee
6155,Marketing,Fraudulent Activity,High,2022-06-13,Eva Brown
6156,Operations,Fraudulent Activity,High,2022-07-15,Eva Brown
6157,Finance,Non-compliance,Medium,2022-07-18,Carol Lee
6158,HR,Fraudulent Activity,Low,2022-07-15,Bob Smith
6159,HR,Control Weakness,Medium,2022-11-04,Bob Smith
6160,IT,Non-compliance,Medium,2022-11-10,David Kim
6161,Marketing,Non-compliance,High,2022-08-11,David Kim
6162,Finance,Non-compliance,Medium,2022-09-16,Bob Smith
6163,Marketing,Control Weakness,Low,2023-01-01,Carol Lee
6164,Marketing,Fraudulent Activity,Medium,2022-07-20,Carol Lee
6165,Finance,Fraudulent Activity,Medium,2022-07-11,Eva Brown
6166,IT,Control Weakness,High,2022-10-11,David Kim
6167,IT,Non-compliance,High,2022-10-05,Eva Brown
6168,IT,Fraudulent Activity,Medium,2022-03-20,Bob Smith
6169,Operations,Non-compliance,High,2022-10-10,Alice Johnson
6170,HR,Fraudulent Activity,Low,2022-03-17,Alice Johnson
6171,IT,Non-compliance,High,2022-12-01,David Kim
6172,Marketing,Control Weakness,Low,2022-12-25,Alice Johnson
6173,Operations,Non-compliance,Medium,2022-08-08,Eva Brown
6174,Finance,Control Weakness,High,2022-01-05,Alice Johnson
6175,Operations,Non-compliance,Low,2022-04-14,David Kim
6176,Finance,Fraudulent Activity,Medium,2022-05-27,Carol Lee
6177,Finance,Control Weakness,Low,2022-04-06,Bob Smith
6178,IT,Control Weakness,High,2022-12-15,Carol Lee
6179,Marketing,Control Weakness,Low,2022-02-22,Alice Johnson
6180,Finance,Non-compliance,Medium,2022-10-10,Eva Brown
6181,Finance,Non-compliance,High,2022-12-20,Eva Brown
6182,Marketing,Non-compliance,High,2022-05-01,Alice Johnson
6183,Finance,Fraudulent Activity,High,2022-07-22,David Kim
6184,Operations,Non-compliance,Low,2022-01-17,Carol Lee
6185,Marketing,Control Weakness,High,2022-02-11,Carol Lee
6186,Marketing,Non-compliance,High,2022-11-10,Alice Johnson
6187,Operations,Control Weakness,Low,2022-01-29,David Kim
6188,Operations,Control Weakness,High,2022-07-06,Bob Smith
6189,Operations,Fraudulent Activity,Medium,2022-02-28,Carol Lee
6190,Finance,Non-compliance,High,2022-06-08,Eva Brown
6191,IT,Non-compliance,Medium,2022-01-07,Bob Smith
6192,Operations,Control Weakness,Low,2022-10-24,Eva Brown
6193,IT,Fraudulent Activity,High,2022-09-22,Carol Lee
6194,Marketing,Fraudulent Activity,Medium,2022-08-30,Alice Johnson
6195,IT,Non-compliance,Medium,2022-04-22,Alice Johnson
6196,HR,Control Weakness,Low,2022-01-01,Bob Smith
6197,HR,Non-compliance,Low,2022-01-27,Carol Lee
6198,IT,Fraudulent Activity,Medium,2022-02-20,Alice Johnson
6199,Finance,Fraudulent Activity,High,2022-07-08,David Kim
6200,IT,Fraudulent Activity,High,2022-03-09,Bob Smith
6201,Marketing,Fraudulent Activity,Medium,2022-01-29,Eva Brown
6202,Finance,Fraudulent Activity,Medium,2022-03-06,Carol Lee
6203,Operations,Control Weakness,Low,2022-01-06,Eva Brown
6204,Marketing,Control Weakness,Medium,2022-01-04,Eva Brown
6205,Finance,Fraudulent Activity,Medium,2022-03-04,Bob Smith
6206,Operations,Control Weakness,High,2022-11-11,Alice Johnson
6207,IT,Non-compliance,Low,2022-03-13,Eva Brown
6208,IT,Fraudulent Activity,Low,2022-10-27,Alice Johnson
6209,IT,Control Weakness,Medium,2022-03-12,Carol Lee
6210,HR,Fraudulent Activity,Medium,2022-08-15,Alice Johnson
6211,Marketing,Non-compliance,Low,2022-02-04,Alice Johnson
6212,Marketing,Control Weakness,Low,2022-06-22,Carol Lee
6213,HR,Fraudulent Activity,Medium,2022-05-23,Bob Smith
6214,Operations,Fraudulent Activity,Medium,2022-05-09,Alice Johnson
6215,Operations,Fraudulent Activity,Medium,2022-05-08,Eva Brown
6216,Finance,Fraudulent Activity,Low,2022-03-08,Eva Brown
6217,Marketing,Fraudulent Activity,High,2022-08-21,Eva Brown
6218,Finance,Non-compliance,High,2022-02-02,David Kim
6219,HR,Non-compliance,Medium,2022-03-31,Alice Johnson
6220,Operations,Control Weakness,Low,2022-12-30,Eva Brown
6221,HR,Non-compliance,Low,2022-10-10,David Kim
6222,Finance,Non-compliance,High,2022-07-10,Bob Smith
6223,IT,Fraudulent Activity,Medium,2022-02-25,Alice Johnson
6224,IT,Control Weakness,Low,2022-07-17,David Kim
6225,IT,Control Weakness,High,2022-12-04,David Kim
6226,Operations,Control Weakness,High,2022-10-19,Eva Brown
6227,Operations,Control Weakness,Medium,2022-05-16,Eva Brown
6228,IT,Control Weakness,Low,2022-10-08,Eva Brown
6229,Finance,Non-compliance,Medium,2022-06-27,David Kim
6230,Finance,Control Weakness,Medium,2022-06-21,Eva Brown
6231,Marketing,Control Weakness,High,2022-02-09,David Kim
6232,HR,Fraudulent Activity,Medium,2022-07-09,Alice Johnson
6233,Finance,Fraudulent Activity,High,2022-06-02,Bob Smith
6234,Operations,Control Weakness,High,2022-09-21,Alice Johnson
6235,Marketing,Non-compliance,High,2022-10-31,Carol Lee
6236,IT,Control Weakness,High,2022-05-18,Alice Johnson
6237,Operations,Control Weakness,High,2022-08-31,Alice Johnson
6238,HR,Fraudulent Activity,Low,2022-01-11,David Kim
6239,HR,Fraudulent Activity,Medium,2022-01-27,Eva Brown
6240,Operations,Control Weakness,Low,2022-01-04,Bob Smith
6241,HR,Non-compliance,Medium,2022-03-29,Carol Lee
6242,Marketing,Control Weakness,Low,2022-03-03,Bob Smith
6243,Operations,Control Weakness,Medium,2022-11-21,Alice Johnson
6244,Operations,Fraudulent Activity,High,2022-11-21,Eva Brown
6245,Marketing,Control Weakness,Medium,2022-11-05,Alice Johnson
6246,Operations,Fraudulent Activity,High,2022-06-06,Carol Lee
6247,IT,Fraudulent Activity,High,2022-10-14,Carol Lee
6248,HR,Control Weakness,Medium,2022-12-12,Carol Lee
6249,HR,Fraudulent Activity,Medium,2022-06-18,Alice Johnson
6250,HR,Fraudulent Activity,Medium,2022-01-09,Alice Johnson
6251,Finance,Non-compliance,Medium,2022-12-28,Alice Johnson
6252,Marketing,Fraudulent Activity,Low,2022-05-06,David Kim
6253,Finance,Non-compliance,High,2022-07-14,Carol Lee
6254,Operations,Non-compliance,Medium,2022-04-30,Alice Johnson
6255,Finance,Control Weakness,Low,2022-08-04,Bob Smith
6256,Marketing,Control Weakness,High,2022-02-15,Bob Smith
6257,Operations,Non-compliance,Low,2022-01-07,Alice Johnson
6258,IT,Fraudulent Activity,High,2022-03-30,Bob Smith
6259,Finance,Fraudulent Activity,Medium,2022-09-30,David Kim
6260,HR,Control Weakness,Medium,2022-03-28,Eva Brown
6261,Finance,Control Weakness,High,2022-10-08,Bob Smith
6262,IT,Fraudulent Activity,Low,2022-07-01,Bob Smith
6263,Operations,Non-compliance,High,2022-02-26,Bob Smith
6264,Finance,Non-compliance,Medium,2022-04-12,Bob Smith
6265,IT,Control Weakness,Low,2022-08-17,Carol Lee
6266,Finance,Control Weakness,Low,2022-06-11,Carol Lee
6267,HR,Control Weakness,High,2022-07-27,David Kim
6268,Marketing,Non-compliance,Low,2022-10-10,Eva Brown
6269,Finance,Fraudulent Activity,High,2022-06-25,Alice Johnson
6270,Operations,Fraudulent Activity,Low,2022-08-21,Alice Johnson
6271,Marketing,Non-compliance,Low,2022-04-20,Eva Brown
6272,HR,Fraudulent Activity,Low,2022-09-11,Alice Johnson
6273,Finance,Non-compliance,Medium,2022-11-07,Eva Brown
6274,Finance,Fraudulent Activity,Medium,2022-04-18,Alice Johnson
6275,HR,Fraudulent Activity,Low,2022-10-17,David Kim
6276,Operations,Non-compliance,Medium,2022-02-09,Eva Brown
6277,Operations,Non-compliance,Medium,2022-12-06,David Kim
6278,HR,Fraudulent Activity,High,2022-08-13,Bob Smith
6279,HR,Non-compliance,Low,2022-02-01,David Kim
6280,HR,Control Weakness,Low,2022-11-14,Bob Smith
6281,Finance,Control Weakness,Low,2022-05-19,Carol Lee
6282,Operations,Non-compliance,Low,2022-08-28,Carol Lee
6283,Finance,Fraudulent Activity,Medium,2022-03-16,Bob Smith
6284,Operations,Fraudulent Activity,Low,2022-04-21,Alice Johnson
6285,IT,Fraudulent Activity,Low,2022-06-05,Alice Johnson
6286,Finance,Control Weakness,High,2022-04-10,David Kim
6287,HR,Non-compliance,Medium,2022-09-28,Eva Brown
6288,HR,Non-compliance,High,2022-09-22,David Kim
6289,Marketing,Fraudulent Activity,High,2022-12-02,David Kim
6290,Operations,Fraudulent Activity,Medium,2022-07-13,Alice Johnson
6291,Operations,Control Weakness,High,2022-12-26,Bob Smith
6292,Finance,Fraudulent Activity,Low,2022-08-01,Bob Smith
6293,Finance,Control Weakness,Low,2022-10-13,Carol Lee
6294,HR,Fraudulent Activity,High,2022-05-16,Alice Johnson
6295,Operations,Non-compliance,Medium,2022-11-04,David Kim
6296,IT,Control Weakness,High,2022-10-05,Carol Lee
6297,Finance,Control Weakness,Medium,2022-08-16,Bob Smith
6298,Operations,Fraudulent Activity,Low,2022-07-24,Bob Smith
6299,IT,Non-compliance,Low,2022-10-21,Bob Smith
6300,Marketing,Non-compliance,Medium,2022-04-04,Alice Johnson
6301,Marketing,Non-compliance,High,2022-10-23,Alice Johnson
6302,Marketing,Control Weakness,Medium,2022-03-28,David Kim
6303,IT,Non-compliance,Medium,2022-06-08,Bob Smith
6304,Finance,Control Weakness,Medium,2022-05-09,Eva Brown
6305,Finance,Control Weakness,Low,2022-04-20,David Kim
6306,HR,Fraudulent Activity,High,2022-02-15,David Kim
6307,Marketing,Non-compliance,High,2022-10-05,Eva Brown
6308,IT,Non-compliance,Low,2022-12-31,Alice Johnson
6309,HR,Control Weakness,High,2022-08-31,Bob Smith
6310,HR,Non-compliance,Low,2022-06-11,Carol Lee
6311,Operations,Control Weakness,Medium,2022-01-03,Bob Smith
6312,HR,Control Weakness,High,2022-04-08,David Kim
6313,HR,Control Weakness,High,2022-12-26,Eva Brown
6314,Operations,Control Weakness,High,2022-12-15,David Kim
6315,Operations,Fraudulent Activity,High,2022-05-12,Eva Brown
6316,IT,Fraudulent Activity,Medium,2022-07-26,Carol Lee
6317,Operations,Non-compliance,Low,2022-02-26,Eva Brown
6318,HR,Fraudulent Activity,Medium,2022-11-07,David Kim
6319,Finance,Control Weakness,Medium,2022-01-04,Carol Lee
6320,IT,Control Weakness,Medium,2022-05-15,Carol Lee
6321,Operations,Control Weakness,Medium,2022-01-29,Carol Lee
6322,IT,Control Weakness,High,2022-02-16,Alice Johnson
6323,Marketing,Control Weakness,High,2022-11-27,David Kim
6324,Finance,Control Weakness,Medium,2022-05-17,Carol Lee
6325,HR,Non-compliance,Low,2022-06-26,Carol Lee
6326,Marketing,Control Weakness,Low,2022-09-24,Bob Smith
6327,Operations,Fraudulent Activity,High,2022-01-07,Carol Lee
6328,Marketing,Non-compliance,Medium,2022-08-05,Alice Johnson
6329,Finance,Control Weakness,High,2022-06-27,Bob Smith
6330,Operations,Fraudulent Activity,Medium,2022-02-28,Eva Brown
6331,HR,Non-compliance,High,2022-09-12,Eva Brown
6332,HR,Non-compliance,Low,2022-03-12,David Kim
6333,Marketing,Fraudulent Activity,High,2022-12-10,Alice Johnson
6334,Operations,Fraudulent Activity,Medium,2022-10-27,Alice Johnson
6335,Operations,Non-compliance,Medium,2022-08-12,David Kim
6336,HR,Non-compliance,Medium,2022-12-07,Bob Smith
6337,Marketing,Fraudulent Activity,High,2022-01-04,Bob Smith
6338,Marketing,Control Weakness,High,2022-09-27,Bob Smith
6339,HR,Control Weakness,Low,2022-03-21,Alice Johnson
6340,HR,Control Weakness,Medium,2022-12-07,David Kim
6341,HR,Control Weakness,High,2022-10-08,David Kim
6342,Marketing,Control Weakness,High,2022-05-24,Carol Lee
6343,IT,Control Weakness,Medium,2022-05-04,Eva Brown
6344,HR,Non-compliance,Low,2022-10-13,Carol Lee
6345,IT,Control Weakness,High,2022-03-06,Carol Lee
6346,Finance,Fraudulent Activity,Medium,2022-04-23,Alice Johnson
6347,Finance,Non-compliance,High,2022-06-12,Bob Smith
6348,HR,Fraudulent Activity,Low,2022-07-14,Bob Smith
6349,Marketing,Non-compliance,High,2022-09-16,David Kim
6350,Finance,Non-compliance,Medium,2022-11-03,Eva Brown
6351,IT,Non-compliance,Medium,2022-09-18,Eva Brown
6352,Marketing,Fraudulent Activity,Low,2022-12-16,David Kim
6353,IT,Control Weakness,Low,2022-01-18,Alice Johnson
6354,IT,Non-compliance,High,2022-05-30,Bob Smith
6355,Finance,Fraudulent Activity,High,2022-02-21,Alice Johnson
6356,Operations,Fraudulent Activity,Low,2022-09-19,David Kim
6357,Finance,Control Weakness,High,2022-07-11,Bob Smith
6358,Finance,Fraudulent Activity,High,2022-05-06,Alice Johnson
6359,HR,Fraudulent Activity,High,2022-04-29,Eva Brown
6360,Finance,Non-compliance,Low,2022-08-12,Carol Lee
6361,Operations,Control Weakness,Medium,2022-06-15,Carol Lee
6362,Marketing,Control Weakness,Medium,2022-03-08,Carol Lee
6363,IT,Fraudulent Activity,Low,2022-11-13,Bob Smith
6364,Finance,Non-compliance,Low,2022-05-15,Eva Brown
6365,HR,Non-compliance,High,2022-11-19,Alice Johnson
6366,HR,Control Weakness,High,2022-07-13,Bob Smith
6367,IT,Control Weakness,Low,2022-02-01,Carol Lee
6368,HR,Fraudulent Activity,High,2022-12-29,Carol Lee
6369,Operations,Fraudulent Activity,Medium,2022-10-04,Carol Lee
6370,Operations,Fraudulent Activity,Medium,2022-04-12,Bob Smith
6371,IT,Non-compliance,High,2022-09-27,David Kim
6372,IT,Non-compliance,Medium,2022-11-12,Carol Lee
6373,IT,Non-compliance,High,2022-12-21,David Kim
6374,Finance,Control Weakness,Low,2022-06-24,David Kim
6375,IT,Control Weakness,Medium,2022-11-25,Bob Smith
6376,Operations,Non-compliance,Low,2022-03-25,Bob Smith
6377,Operations,Control Weakness,Low,2022-07-08,Bob Smith
6378,Finance,Control Weakness,Medium,2022-06-10,Bob Smith
6379,Operations,Control Weakness,Medium,2022-03-25,Eva Brown
6380,IT,Fraudulent Activity,High,2022-05-15,Bob Smith
6381,Marketing,Non-compliance,High,2022-05-24,Carol Lee
6382,Marketing,Fraudulent Activity,Low,2022-05-20,Eva Brown
6383,HR,Fraudulent Activity,High,2022-10-29,Alice Johnson
6384,Finance,Control Weakness,High,2022-09-19,Eva Brown
6385,Marketing,Fraudulent Activity,Low,2023-01-01,Alice Johnson
6386,Marketing,Fraudulent Activity,Low,2022-05-07,Eva Brown
6387,Operations,Fraudulent Activity,Medium,2022-10-26,David Kim
6388,Operations,Non-compliance,High,2022-12-01,Alice Johnson
6389,Marketing,Non-compliance,Low,2022-09-23,Bob Smith
6390,IT,Control Weakness,Low,2022-03-28,Eva Brown
6391,Marketing,Control Weakness,Low,2022-10-31,Carol Lee
6392,IT,Control Weakness,Low,2022-09-05,Alice Johnson
6393,Finance,Non-compliance,High,2022-05-26,Eva Brown
6394,Finance,Fraudulent Activity,Medium,2022-12-31,David Kim
6395,Finance,Control Weakness,Low,2022-05-22,Carol Lee
6396,Marketing,Fraudulent Activity,Medium,2022-02-21,Bob Smith
